timestamp,event_type,lights_NS,lights_EW,emergency,vehicle_count,avg_wait_time,response_time_ms,weather,task_states
2026-01-18 11:55:31.324,METRICS_UPDATE,GREEN,RED,False,20,33.08209596160198,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:55:33.121,CLIENT_CONNECTED,GREEN,RED,False,20,33.08209596160198,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:55:36.353,METRICS_UPDATE,GREEN,RED,False,20,49.56050880044976,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:55:39.678,PEDESTRIAN_REQUEST,GREEN,RED,False,20,49.56050880044976,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:55:41.894,METRICS_UPDATE,GREEN,RED,False,20,20.54609544699174,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:55:47.446,METRICS_UPDATE,GREEN,RED,False,20,38.41219636817667,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:55:52.981,METRICS_UPDATE,GREEN,RED,False,20,34.57835774134364,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:55:58.516,METRICS_UPDATE,GREEN,RED,False,20,30.359360797410567,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:04.041,METRICS_UPDATE,GREEN,RED,False,20,30.267934175655114,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:06.142,CLIENT_CONNECTED,GREEN,RED,False,20,30.267934175655114,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:08.812,CLIENT_CONNECTED,GREEN,RED,False,20,38.62650865696661,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:09.938,METRICS_UPDATE,GREEN,RED,False,20,35.00020843856522,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:12.389,CLIENT_CONNECTED,GREEN,RED,False,20,35.00020843856522,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:15.612,METRICS_UPDATE,GREEN,RED,False,20,37.60250220979732,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:20.045,PEDESTRIAN_REQUEST,GREEN,RED,False,20,37.60250220979732,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
2026-01-18 11:56:21.157,METRICS_UPDATE,GREEN,RED,False,20,38.349858988366904,0.0,CLEAR,"{""NormalControl"": ""RUNNING"", ""EmergencyHandler"": ""BLOCKED"", ""Pedestrian"": ""READY"", ""TrafficMonitor"": ""RUNNING"", ""WeatherSensor"": ""RUNNING""}"
